Flow,Source IP,Source Port,Target IP,Target Port,Tx Bytes,Rx Bytes,Sent Packets,Received Packets,Lost Packets,Packet delivery ratio,Packet loss ratio,delaySum (s),jitterSum (s),timeLastRxPacket (s),TimeFirstRxPacket (s),timeLastRxPacket - timeFirstRxPacket (s),Delay (ms),Jitter (ms),Throughput (Mbps),
1,10.1.1.1,49153,10.1.1.2,4000,336640,336640,320,320,0,100,0,1.270056,0.012207,3.598712,2.015919,1.582793,3.968750,0.037618,1.701498,
Average,,,,,336640,336640,320,320,0,100.000000,0.000000,1.270056,0.012207,,,1.582793,3.968750,0.037618,1.701498,
