Flow,Source IP,Source Port,Target IP,Target Port,Tx Bytes,Rx Bytes,Sent Packets,Received Packets,Lost Packets,Packet delivery ratio,Packet loss ratio,delaySum (s),jitterSum (s),timeLastRxPacket (s),TimeFirstRxPacket (s),timeLastRxPacket - timeFirstRxPacket (s),Delay (ms),Jitter (ms),Throughput (Mbps),
1,10.1.1.1,49153,10.1.1.2,9,361120,361120,643,643,0,100,0,3.619130,3.414610,5.258006,0.014325,5.243681,5.628305,5.317757,0.550941,
Average,,,,,361120,361120,643,643,0,100.000000,0.000000,3.619130,3.414610,,,5.243681,5.628305,5.317757,0.550941,
