Flow,Source IP,Source Port,Target IP,Target Port,Tx Bytes,Rx Bytes,Sent Packets,Received Packets,Lost Packets,Packet delivery ratio,Packet loss ratio,delaySum (s),jitterSum (s),timeLastRxPacket (s),TimeFirstRxPacket (s),timeLastRxPacket - timeFirstRxPacket (s),Delay (ms),Jitter (ms),Throughput (Mbps),
1,10.1.1.1,49153,10.1.1.2,4000,336640,336640,320,320,0,100,0,1.200046,0.012207,17.953712,2.015919,15.937793,3.750000,0.037618,0.168977,
Average,,,,,336640,336640,320,320,0,100.000000,0.000000,1.200046,0.012207,,,15.937793,3.750000,0.037618,0.168977,
